Seller Sku ID,Offer Id,On Hand Quantity,Reserved Quantity,Inventory Count,Product Name,Walmart SKU ID,Ship Node ID,Ship Node Name
TIRE-14311NXK,8CB0B57321E030979DE8ACD4696E721B,0.0,0.0,0.0,Nexen Aria AH7 225/60R16 All Season Tires,5UNPGBN46A9Z,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
18398NXK,0B860F5A52343784A96F78A62B71A2DD,0.0,0.0,0.0,Nexen Winguard Winspike 3 175/70R13 Winter Tires,0TJQKOY0H56P,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
170289048,363CA255E437349DB9E81E51DC9182A4,0.0,0.0,0.0,Cooper Discoverer Stronghold All-Weather 285/75R18 Winter Tires,6X4QOZUU5LRB,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
MV590,FFBD62293F4C309F9FBDD3D801127175,0.0,0.0,0.0,Minerva F205 255/40R20 All Season Tires,0ZE1TIAXS6JY,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
MV016237,D62F3706B2263DB0B2287D80FF4FCABA,0.0,0.0,0.0,Minerva ECOSPEED2 SUV 265/45R21 All Season Tires,57ZWS2S9P33G,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
200E3029,0F627E5094643D20B7CDDA4E987B2033,0.0,0.0,0.0,Ovation Vi-386HP 255/60R18 All Season Tires,4YO5S6MAWKDC,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-166448021,0DD051B36F3B34CABD47C376A0059F2B,0.0,0.0,0.0,Cooper Procontrol 245/45R20 All Season Tires,5NBA028F1VD3,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-12726NXK,306CC4DB1B273819BD625D42B949EF89,0.0,0.0,0.0,Nexen Nfera SU1 245/45R18 Summer Tires,5CVX2HPY80R1,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
MV953,B2E49D2DB34E36D68A170D08DF5A24FE,0.0,0.0,0.0,Minerva 209 195/70R14 All Season Tires,32SA4SWCJQR8,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-170189003,9C07173951A834C1B899577B5A75644A,0.0,0.0,0.0,Cooper Discoverer HT3 225/75R16 All Season Tires,2B6F81ACTK3X,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-10571NXK,17B315E3221637188056465D2020AD77,0.0,0.0,0.0,Nexen Roadian ATX 3PMS 235/65R18 All Terrain Tires,5A9JI3T6SA1C,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-171102005,2699E98FD47837EB918A252C8639152F,0.0,0.0,0.0,Cooper Discoverer Rugged Trek AW 265/70R16 All Weather Tires,7IPFGN2RDYDI,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-14904NXK,47FE0931EB5935E8BA1A438FC41F4B9F,0.0,0.0,0.0,Nexen Npriz AH5 245/60R18 All Season Tires,3HW0XD40MH21,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
AP26535019YUPRA02,464BFB9774CE32BA865CEF91A2365609,0.0,0.0,0.0,Vredestein Ultrac Pro 265/35R19 All Season Tires,59N0KHXI7YAS,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-166449021,1A11702206503D53B39A2D0C37B37EDD,0.0,0.0,0.0,Cooper Procontrol 245/50R18 All Season Tires,3GTFOH2B6O5Z,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-170123034,DAD0AC29F84B318888D99C40CDF80C7F,0.0,0.0,0.0,Cooper Discoverer STT Pro 305/60R18 All Terrain Tires,42RUU2KPNZN8,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-15190NXK,89428CB7182A3213BA4EF3AD9F6A6A5D,0.0,0.0,0.0,Nexen Aria AH7 195/65R15 All Season Tires,48VRMM555JYC,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-14985NXK,1F322CC5172C33BBBC453E0A37E57985,0.0,0.0,0.0,Nexen Npriz AH5 255/55R20 All Season Tires,5J8CC0Q99K91,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
18259NXK,B747298B391B3528B3D057B1F3BF7AA9,0.0,0.0,0.0,Nexen Nfera Supreme 255/45R20 All Season Tires,1LSLJXPXFI1M,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
MV956,4A00A17631F9386380ECCC989D6C194F,0.0,0.0,0.0,Minerva F209 205/70R15 All Season Tires,3MKE8OVXJSUG,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
17593NXK,DFEA5017D3EB3FEAAA474547BB6446D1,0.0,0.0,0.0,Nexen Winguard Sport 2 275/35R20 Winter Tires,3VO6EAWH2AXW,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
18423NXK,AC9940679F18309E8F62F974A53495B0,0.0,0.0,0.0,Nexen Winguard Winspike 3 215/45R17 Winter Tires,5KO63PBP5DEP,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
17994NXK,ECA6B39B74F537B0BB05871659C67BA9,0.0,0.0,0.0,Nexen Roadian Htx 2 All-Weather 255/70R17 Winter Tires,7BSJMJ98EEJR,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-15677NXK,4D4339EC955C3D108C423686797FB4B3,0.0,0.0,0.0,Nexen Npriz AH8 205/70R16 All Season Tires,6T19X3RPRK8Z,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
166496021,3E37B8A5352532B09089D4CD61F15AD8,0.0,0.0,0.0,Cooper Procontrol 255/65R18,2VXPAJ5SGXNO,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-171278049,B362309AB52333318F15A1AAD292309E,0.0,0.0,0.0,Cooper Discoverer Road Trail At All Weather 245/75R17 All Weather Tires,3KY67H7Z1LHJ,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-15637NXK,A30C43A914633F92A2EB9FB20E0FF007,0.0,0.0,0.0,Nexen Nfera AU7 225/35R20 All Season Tires,51T78TTJRVSW,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
17628NXK,35ABCDC9EC5E3230B52330AEC76CF1D9,0.0,0.0,0.0,Nexen Winguard Winspike 3 205/55R16 Winter Tires,2ALPBQASX80L,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-166283008,D01F91B7F4AA376DBC0DB6E25294D9AB,0.0,0.0,0.0,Cooper Endeavor 235/40R19 All-Season Tire All Season Tires,5C26ILDL17SH,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
18251NXK,2BFAB781A9F73A1CA867E217E8DEBC33,0.0,0.0,0.0,Nexen Nfera Supreme 205/55R16 All Season Tires,7AV7EJO5YM5K,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-170052002,6D3EDDF503A6368E942F888E965D2651,0.0,0.0,0.0,Cooper Discoverer AT3 XLT 285/65R18 All Terrain Tires,6OAQ8PRO5BM1,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
17629NXK,95760E68D0D932E0B1719C321045FB3C,0.0,0.0,0.0,Nexen Winguard Winspike 3 195/65R15 Winter Tires,5T4AR72CXWF5,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-11183NXK,90E816F83BFA3B71ABA3FF8ED52F7930,0.0,0.0,0.0,Nexen Winguard Winspike 3 265/65R17 Winter Tires,5RUOTDFPOAH0,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
18250NXK,59C1CFE235893C24A3C68F3AB0DD5E5F,0.0,0.0,0.0,Nexen Nfera Supreme 225/45R17 All Season Tires,2VP77R90EQW8,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
18761NXK,3DD923FC07573570993184D9A50C893A,0.0,0.0,0.0,Nexen Roadian ATX LT 3513/r All Terrain Tires,37PGX8G4J9GV,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-170010030,10EB86C3DBF335189633489959330B5C,0.0,0.0,0.0,Cooper Discoverer AT3 LT All-Weather 235/85R16 All Weather Tires,7JT0OOAL3BYA,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
18741NXK,1C4ADE24C5BE3C4A8F400BD4FFB602A6,0.0,0.0,0.0,Nexen Roadian ATX LT 3PMS 305/55R20 Winter Tires,47VUO67GKKQR,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
200E2041,350F2A19C9563D1F9DB3E87DDB680C11,0.0,0.0,0.0,Ovation Vi-682 175/65R14 All Season Tires,4W18JIOFJVUO,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-15044NXK,807EB47B19A435E38268D3434810F0F2,0.0,0.0,0.0,Nexen Npriz AH5 235/45R19 All Season Tires,6G2QJDXI2G6E,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-14111NXK,4CF70EA796833C62BC18D739409647BF,0.0,0.0,0.0,Nexen Nfera SU1 265/40R18 Summer Tires,5RQ5BOAXBR53,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
18228NXK,4A96DC2423A93A07A297AA1E92599000,0.0,0.0,0.0,Nexen Nfera Supreme 235/55R18 All Season Tires,506TYGJ653TX,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-170106034,FB35EC01082D36DFBA037FC70B786464,0.0,0.0,0.0,Cooper Discoverer STT Pro 265/75R16 All Terrain Tires,2D1J7KRV8BR7,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-11241NXK,C8FD1D4051C73ACAA08E0AC5FC677371,0.0,0.0,0.0,Nexen Winguard Winspike 3 225/50R18 Winter Tires,1N31R7CTF5FH,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-170115034,A7A2DDD4375B38AF976498E1007C6E32,0.0,0.0,0.0,Cooper Discoverer STT Pro 295/70R17 All Terrain Tires,4Y6J8L758RR4,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
100A4235,4D2B1B84FEA03DFE8C59CED78232CB7D,0.0,0.0,0.0,GT Radial Icepro LT3 245/75R17 Winter Tires,51DFQZAFZPFQ,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-170167035,FB227522159731FBB01CAA7D7C84067E,0.0,0.0,0.0,Cooper Evolution Mt 3313/R All Terrain Tires,6A8RP5GAYRSQ,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-166496021,F53FD2F29F3D3BA3A0E8E89B51530897,0.0,0.0,0.0,Cooper Procontrol 255/65R18 All Season Tires,0RZDZTPG0JDV,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-15521NXK,2CA5CF3EF4153E69B254C3927388C57E,0.0,0.0,0.0,Nexen Npriz AH8 185/55R16 All Season Tires,3LN3109NZK6L,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
14941NXK,933798D7516B3DD6B7E2B084DA479B7B,0.0,0.0,0.0,Nexen Npriz AH5 235/65R18 All Season Tires,1918EH1Z6WWC,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
M2164,7ECD00AB764C378B99E982C73D461AEA,0.0,0.0,0.0,Maxtrek Maximus M1 205/50R15 All Season Tires,2L5VVR68JJZ1,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
18743NXK,130B98795A2A3CF5BBBA601F75C47CE5,0.0,0.0,0.0,Nexen Roadian ATX LT 3PMS 285/60R20 Winter Tires,66JG81T3IUFC,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
15879NXK,2123B8A2FB22364881BEF0A614B4D1F3,0.0,0.0,0.0,Nexen Roadian MTX RM7 285/75R16 All Terrain Tires,1I1VOVBUKY1Y,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
162057002,473D2875DE283AFF96EC997FE26C5E1C,0.0,0.0,0.0,Starfire Wr 235/55R17 All Season Tires,0VWCJP8T5TTO,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-10408NXK,51C8572EE83D31D0BF1C5D637451DEA5,0.0,0.0,0.0,Nexen Roadian GTX 235/65R18 All Weather Tires,18J2KJ79KN0I,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-170054007,600AA65C7D6C3BB7A5F4ACF34F0F7579,0.0,0.0,0.0,Cooper Discoverer Rugged Trek LT 275/70R18 All Terrain Tires,6KT73I845UMD,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-14501NXK,EB4602C431EF3513A3E74BA70F8A906F,0.0,0.0,0.0,Nexen Aria AH7 215/60R16 All Season Tires,6PN376IYZWBQ,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-170175005,66ED41397D383BC59FC5FA6349B606F6,0.0,0.0,0.0,Cooper Discoverer Snow Claw LT 285/75R16 Winter Tires,3CXZLXWABC3N,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-170193003,ECCBDC84E9E131F1AA9545C4B56A35B6,0.0,0.0,0.0,Cooper Discoverer HT3 235/80R17 All Season Tires,5458BN0LT7TY,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-10394NXK,F336DB3397693B908B542E0D6DBE2842,0.0,0.0,0.0,Nexen Winguard Sport 2 205/65R16 Winter Tires,191KQGII76PZ,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-10398NXK,EBA2F1A46D3D3D7FA936F15BB8F3DBAE,0.0,0.0,0.0,Nexen Roadian GTX 235/60R18 All Weather Tires,2C6HC6JVJALN,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
166494021,E2F08C1B74A037D8B5216A799A0848DD,0.0,0.0,0.0,Cooper Procontrol 255/55R19,1KQCLR2KW89G,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
17968NXK,C18B8AB3A3E13425BF715818D5888AF5,0.0,0.0,0.0,Nexen Roadian Htx 2 All-Weather 265/70R18 Winter Tires,1605RMWUBE8C,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
17965NXK,C472F8C1715538A78E09F83CFE7CA248,0.0,0.0,0.0,Nexen Roadian Htx 2 All-Weather 245/55R19 Winter Tires,77YYT1CN3281,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
18777NXK,51F66568349233CAB52094E1ADD2D8EA,0.0,0.0,0.0,Nexen Roadian ATX LT 3PMS 225/75R16 Winter Tires,3F7U97ZODKYT,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-170203003,83DABD24A6093CD1ADBD9EF8AF18907F,0.0,0.0,0.0,Cooper Discoverer HT3 245/75R17 All Season Tires,62ZT5J9CZIDE,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
10888NXK,E476613B168B3BF1B59205CE01D27636,0.0,0.0,0.0,Nexen Winguard Winspike 3 225/55R18 Winter Tires,52USV36XTN93,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-10873NXK,E057402BA2913A7792B1D64A845ABC52,0.0,0.0,0.0,Nexen Euro-Win 185/60R15 Winter Tires,28BUC5NTFWUH,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
MV886,9949EADDE70936D98149185D360D8778,0.0,0.0,0.0,Minerva F205 275/40R19 All Season Tires,2JLASAE2M4FS,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
160020024,8518DCA8D72A36D2863A51AD54BD49E9,0.0,0.0,0.0,Cooper Cobra Radial GT 215/70R15 Summer Tires,2PMNDOVKFDIV,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-160134025,4B6E78A4C338316B8EEDE32A2A9FFFDC,0.0,0.0,0.0,Cooper Cobra Instinct 255/35R18 Summer Tires,6WGZIX9LOI89,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-12338NXK,FBDD49D733A0352F956752D52237747E,0.0,0.0,0.0,Nexen Nfera SU1 255/35R19 Summer Tires,38WW8RZRS25U,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-15206NXK,74C122D56CE03D069FF6E8BCF690A874,0.0,0.0,0.0,Nexen Npriz AH5 235/40R19 All Season Tires,7AX8F87U87GG,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-15151NXK,D46512BAF51632609C5ACF44813BE340,0.0,0.0,0.0,Nexen Npriz AH5 235/55R17 All Season Tires,1A5JAZTUB0GB,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-14096NXK,33C433A0A8FF36E2813628E8E0EE1F0B,0.0,0.0,0.0,Nexen Nfera SU1 215/45R18 Summer Tires,25ET4D7R191Y,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
18431NXK,2DBFF06CC45B35B3AA8E3EECB3705EB8,0.0,0.0,0.0,Nexen Winguard Winspike 3 235/55R17 Winter Tires,5LVXJ9UCQ1S8,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
18420NXK,5B19EDDE9D15312F8E259712BCDE4B8F,0.0,0.0,0.0,Nexen Winguard Winspike 3 225/55R17 Winter Tires,12T5KKVR5210,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-14081NXK,B62E727D87303F9A8EF3E19FE4407644,0.0,0.0,0.0,Nexen Roadian GTX 235/55R18 All Weather Tires,73ZOMVRZGAQR,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-160130025,3C1D2899935034AA8B2FFD733B0B2BC5,0.0,0.0,0.0,Cooper Cobra Instinct 275/40R20 Summer Tires,24U66V5UJYKD,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
17991NXK,0184F30D133B3A698E6C7A930B02A1C8,0.0,0.0,0.0,Nexen Roadian Htx 2 All-Weather 255/65R17 Winter Tires,4FBC5PYP5PX2,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
MB6114,CB037D01EF3E38E6A718B49EA3389452,0.0,0.0,0.0,Maxtrek Maximus M2 255/40R19 All Season Tires,2GMRF90XK1IW,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-160127025,A4A9E9D7B6803E89BC0C1F96BEFCDA14,0.0,0.0,0.0,Cooper Cobra Instinct 255/35R19 Summer Tires,2H58F038LF0L,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
18275NXK,0376C3C3BD0533DBB7290A54E2D7CA45,0.0,0.0,0.0,Nexen Nfera Supreme 235/45R18 All Season Tires,4G15H5DDPL6W,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-15447NXK,616E140FE1183720937A8E0F7977C9FA,0.0,0.0,0.0,Nexen Winguard Sport 2 205/45R17 Winter Tires,3FP4NV6SV5HD,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-10199NXK,0BC9DCB68526362B9F094F3D6F8C1ACF,0.0,0.0,0.0,Nexen Nfera Sport R 315/30R18 Summer Tires,4YKLZUT0BQQT,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-166501021,E810FE75CE313E92A4891408C88CEB77,0.0,0.0,0.0,Cooper Procontrol 275/45R20 All Season Tires,1ZCNSHQ18WEH,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-10227NXK,80F4DE4B243C33969A238A0C56FF5EFA,0.0,0.0,0.0,Nexen Nfera Sport R 245/40R17 Summer Tires,0XV4S0PJC33C,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-AP16565015TWTRA0A,328D658C880A34DC8CE6FC21EB4893AB,0.0,0.0,0.0,Vredestein Wintrac 165/65R15 Winter Winter Tires,5XW50PJVWKH5,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-14938NXK,3358CAEDC8653891BE7C69D9EE368682,0.0,0.0,0.0,Nexen Npriz AH5 225/55R19 All Season Tires,0X8BKF2ZBUG8,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-13041NXK,903F06B978993EBA846CA7FDDE6EB530,0.0,0.0,0.0,Nexen Aria AH7 225/60R17 All Season Tires,3TF1P278N4X8,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-170215007,001F136E9A2E3B5E89AFE8EDF58EF988,0.0,0.0,0.0,Cooper Discoverer Rugged Trek LT 315/70R17 All Terrain Tires,5VN9IM5FKM8Z,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
TIRE-14653NXK,3D4CB3155EB53EC0B192494F977F4E69,0.0,0.0,0.0,Nexen Npriz AH5 225/50R17 All Season Tires,5NW685QFQIG0,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
166500021,0B9D4BB1757C375CADC0CB84A915137D,0.0,0.0,0.0,Cooper Procontrol 265/65R17,57ON1A8D23QH,10002930522,Groupe de Commerce Intercontinental Inc. - 10002930522 - MP
